Document_starts,Text,Gold_BSC_seq_integrateIF,Gold_IBCC
1,That,1,1
0,pic,1,1
0,of,1,1
0,the,1,1
0,"""Campus",1,1
0,environment,1,1
0,in,1,1
0,United,1,1
0,States,1,1
0,is,1,1
0,rather,1,1
0,"unconstrained""",1,1
0,is,1,1
0,just,1,1
0,a,1,1
0,publicity,1,1
0,shot,1,1
0,of,1,1
0,ACTORS,1,1
0,in,1,1
0,their,1,1
0,20's,1,1
0,pretending,1,1
0,to,1,1
0,be,1,1
0,private,1,1
0,school,1,1
0,students,1,1
0,.,1,1
1,A,1,1
0,I,1,1
0,think,1,1
0,if,1,1
0,the,1,1
0,United,1,1
0,States,1,1
0,were,1,1
0,to,1,1
0,legalize,1,1
0,marijuana,1,1
0,in,1,1
0,the,1,1
0,21st,1,1
0,century,1,1
0,",",1,1
0,would,1,1
0,it,2,2
0,lead,0,0
0,to,0,0
0,a,0,0
0,decrease,0,0
0,in,0,0
0,crime,0,0
0,and,0,0
0,create,0,0
0,a,0,0
0,stimulus,0,0
0,for,0,0
0,the,0,0
0,economy,0,0
0,.,1,1
1,What,2,2
0,we,0,0
0,deter,0,0
0,by,0,0
0,"""",0,0
0,banning,0,0
0,abortion,0,0
0,"""",0,0
0,is,0,0
0,safe,0,0
0,doctor,0,0
0,-,0,0
0,performed,0,0
0,abortions,0,0
0,.,1,1
1,Let,1,1
0,your,1,1
0,gun,1,1
0,therefore,1,1
0,be,1,1
0,the,1,1
0,constant,1,1
0,companion,1,1
0,of,1,1
0,your,1,1
0,walks,1,1
0,.,1,1
0,"""",1,1
1,There,1,1
0,are,1,1
0,also,1,1
0,a,1,1
0,number,1,1
0,of,1,1
0,specific,1,1
0,exemptions,1,1
0,to,1,1
0,the,1,1
0,federal,1,1
0,minimum,1,1
0,wage,1,1
0,law,1,1
0,",",1,1
0,such,1,1
0,as,1,1
0,the,1,1
0,youth,1,1
0,sub,1,1
0,-,1,1
0,minimum,1,1
0,wage,1,1
0,law,1,1
0,that,1,1
0,permits,1,1
0,teenagers,1,1
0,to,1,1
0,earn,1,1
0,lower,1,1
0,wages,1,1
0,for,1,1
0,their,1,1
0,first,1,1
0,90,1,1
0,days,1,1
0,at,1,1
0,a,1,1
0,job,1,1
0,.,1,1
1,The,2,2
0,whole,0,0
0,process,0,0
0,is,0,0
0,pretty,0,0
0,painless,0,0
0,for,0,0
0,the,0,0
0,victim,0,0
0,",",0,0
0,for,0,0
0,when,0,0
0,the,0,0
0,lethal,0,0
0,injection,0,0
0,is,0,0
0,put,0,0
0,into,0,0
0,the,0,0
0,victimas,0,0
0,body,0,0
0,he,0,0
0,is,0,0
0,asleep,0,0
0,",",0,0
0,unconscious,0,0
0,",",0,0
0,so,0,0
0,he,0,0
0,does,0,0
0,not,1,0
0,feel,1,0
0,anything,1,0
0,.,1,1
1,As,4,3
0,the,3,4
0,cost,3,4
0,of,3,4
0,labor,3,4
0,rises,3,4
0,",",3,4
0,employers,3,4
0,will,3,4
0,respond,3,4
0,by,3,4
0,hiring,3,4
0,fewer,3,4
0,workers--replacing,3,4
0,labor,3,4
0,through,3,4
0,automation,3,4
0,or,3,4
0,replacing,3,4
0,lower,3,4
0,skilled,3,4
0,labor,3,4
0,with,3,4
0,higher,3,4
0,-,3,4
0,skilled,3,4
0,labor,3,4
0,.,1,1
1,Marijuana,2,2
0,is,0,0
0,the,0,0
0,most,0,0
0,commonly,0,0
0,used,0,0
0,illicit,0,0
0,drug,0,0
0,",",0,0
0,and,0,0
0,is,0,0
0,also,0,0
0,the,0,0
0,least,0,0
0,harmful,0,0
0,.,1,1
1,Note,1,1
0,:,1,1
0,While,1,1
0,considerably,1,1
0,faster,1,1
0,than,1,1
0,creating,1,1
0,a,1,1
0,volume,1,1
0,from,1,1
0,a,1,1
0,snapshot,1,1
0,",",1,1
0,the,1,1
0,larger,1,1
0,your,1,1
0,volume,1,1
0,",",1,1
0,the,1,1
0,longer,1,1
0,it,1,1
0,may,1,1
0,take,1,1
0,to,1,1
0,create,1,1
0,a,1,1
0,clone,1,1
0,.,1,1
1,A,1,1
0,country,1,1
0,like,1,1
0,Japan,1,1
0,",",1,1
0,which,1,1
0,does,1,1
0,not,1,1
0,have,1,1
0,any,1,1
0,oil,1,1
0,",",1,1
0,which,1,1
0,does,1,1
0,not,1,1
0,have,1,1
0,any,1,1
0,gas,1,1
0,-,1,1
0,do,1,1
0,you,1,1
0,think,1,1
0,that,1,1
0,one,1,1
0,of,1,1
0,the,1,1
0,largest,1,1
0,economies,1,1
0,in,1,1
0,the,1,1
0,world,1,1
0,will,1,1
0,be,1,1
0,able,1,1
0,to,1,1
0,function,1,1
0,just,1,1
0,with,1,1
0,solar,1,1
0,and,1,1
0,wind,1,1
0,energy,1,1
0,?,1,1
1,Medical,1,1
0,coders,1,1
0,have,1,1
0,in,1,1
0,fact,1,1
0,relayed,1,1
0,that,1,1
0,any,1,1
0,attempt,1,1
0,to,1,1
0,code,1,1
0,a,1,1
0,death,1,1
0,due,1,1
0,to,1,1
0,abortion,1,1
0,under,1,1
0,abortion,1,1
0,yields,1,1
0,a,1,1
0,"""",1,1
0,reject,1,1
0,message,1,1
0,"""",1,1
0,from,1,1
0,the,1,1
0,computer,1,1
0,programs,1,1
0,provided,1,1
0,by,1,1
0,the,1,1
0,National,1,1
0,Center,1,1
0,for,1,1
0,Health,1,1
0,Statistics,1,1
0,of,1,1
0,Washington,1,1
0,D,1,1
0,.,1,1
1,GUM,1,1
0,(,1,1
0,genitourinary,1,1
0,medicine,1,1
0,),1,1
0,clinics,1,1
0,",",1,1
0,which,1,1
0,are,1,1
0,often,1,1
0,located,1,1
0,in,1,1
0,hospitals,1,1
0,",",1,1
0,can,1,1
0,also,1,1
0,provide,1,1
0,contraceptive,1,1
0,services,1,1
0,and,1,1
0,sexual,1,1
0,health,1,1
0,advice,1,1
0,.,1,1
1,8,1,1
0,%,1,1
0,of,1,1
0,those,1,1
0,surveyed,1,1
0,would,1,1
0,support,1,1
0,a,1,1
0,legislative,1,1
0,ban,1,1
0,on,1,1
0,the,1,1
0,execution,1,1
0,of,1,1
0,juvenile,1,1
0,offenders,1,1
0,if,1,1
0,the,1,1
0,alternative,1,1
0,sentencing,1,1
0,option,1,1
0,of,1,1
0,life,1,1
0,without,1,1
0,the,1,1
0,possibility,1,1
0,of,1,1
0,parole,1,1
0,were,1,1
0,offered,1,1
0,.,1,1
1,Continued,4,3
0,use,3,4
0,of,3,4
0,nuclear,3,4
0,power,3,4
0,could,3,4
0,lead,3,4
0,to,3,4
0,more,3,4
0,severe,3,4
0,types,3,4
0,of,3,4
0,accidents,3,4
0,with,3,4
0,effects,3,4
0,that,3,4
0,can,3,4
0,not,3,4
0,be,3,4
0,irreversible,3,4
0,.,1,1
1,Zithromax,1,1
0,can,1,1
0,seem,1,1
0,to,1,1
0,be,1,1
0,getting,1,1
0,rid,1,1
0,of,1,1
0,diverse,1,1
0,a,1,1
0,variety,1,1
0,of,1,1
0,difficulties,1,1
0,a,1,1
0,result,1,1
0,of,1,1
0,bacteria,1,1
0,",",1,1
0,that,1,1
0,is,1,1
0,to,1,1
0,say,1,1
0,inhaling,1,1
0,problems,1,1
0,",",1,1
0,epidermis,1,1
0,disease,1,1
0,",",1,1
0,head,1,1
0,difficulties,1,1
0,",",1,1
0,and,1,1
0,venereal,1,1
0,illness,1,1
0,.,1,1
1,That,1,1
0,doesn,1,1
0,',1,1
0,t,1,1
0,necessarily,1,1
0,mean,1,1
0,abandoning,1,1
0,gun,1,1
0,control,1,1
0,(,1,1
0,or,1,1
0,",",1,1
0,for,1,1
0,that,1,1
0,matter,1,1
0,",",1,1
0,abandoning,1,1
0,abortion,1,1
0,rights,1,1
0,or,1,1
0,affirmative,1,1
0,action,1,1
0,),1,1
0,;,1,1
0,it,1,1
0,means,1,1
0,flaming,1,1
0,it,1,1
0,in,1,1
0,a,1,1
0,non,1,1
0,-,1,1
0,threatening,1,1
0,way,1,1
0,.,1,1
1,According,1,1
0,to,1,1
0,Kates,1,1
0,in,1,1
0,Armed,1,1
0,",",1,1
0,why,1,1
0,has,1,1
0,it,1,1
0,been,1,1
0,so,1,1
0,difficult,1,1
0,to,1,1
0,get,1,1
0,even,1,1
0,moderate,1,1
0,",",1,1
0,widely,1,1
0,supported,1,1
0,gun,1,1
0,control,1,1
0,proposals,1,1
0,enacted,1,1
0,into,1,1
0,law,1,1
0,?,1,1
1,Nearly,1,1
0,half,1,1
0,(,1,1
0,49,1,1
0,percent,1,1
0,),1,1
0,of,1,1
0,Americans,1,1
0,believe,1,1
0,that,1,1
0,using,1,2
0,marijuana,1,0
0,is,1,0
0,morally,1,0
0,acceptable,1,0
0,",",1,1
0,while,1,1
0,4,1,1
0,-,1,1
0,in,1,1
0,-,1,1
0,10,1,1
0,(,1,1
0,40,1,1
0,percent,1,1
0,),1,1
0,say,1,1
0,that,1,1
0,marijuana,1,3
0,use,1,4
0,is,1,4
0,morally,1,4
0,wrong,1,4
0,.,1,1
1,The,1,1
0,Death,1,1
0,Penalty,1,1
0,:,1,1
0,Justice,1,1
0,and,1,1
0,Saving,1,1
0,Innocent,1,1
0,Lives,1,1
0,Dudley,1,1
0,Sharp,1,1
1,If,2,2
0,there,0,0
0,is,0,0
0,no,0,0
0,uniform,0,0
0,",",0,0
0,then,0,0
0,the,0,0
0,rich,0,0
0,students,0,0
0,will,0,0
0,wear,0,0
0,new,0,0
0,dresses,0,0
0,everyday,0,0
0,which,0,0
0,the,0,0
0,other,0,0
0,students,0,0
0,cannot,0,0
0,afford,0,0
0,and,0,0
0,may,0,0
0,lead,0,0
0,to,0,0
0,resentment,0,0
0,among,0,0
0,them,0,0
0,.,1,1
1,Higher,2,2
0,-,0,0
0,skilled,0,0
0,workers,0,0
0,(,0,0
0,including,0,0
0,union,0,0
0,workers,0,0
0,),0,0
0,will,0,0
0,benefit,0,0
0,from,0,0
0,a,0,0
0,higher,0,0
0,minimum,0,0
0,wage,0,0
0,",",4,1
0,but,3,1
0,those,3,3
0,at,3,4
0,the,3,4
0,bottom,3,4
0,will,3,4
0,suffer,3,4
0,.,1,1
1,The,1,1
0,total,1,1
0,number,1,1
0,of,1,1
0,employments,1,1
0,in,1,1
0,respect,1,1
0,of,1,1
0,which,1,1
0,the,1,1
0,minimum,1,1
0,wage,1,1
0,rates,1,1
0,have,1,1
0,been,1,1
0,fixed,1,1
0,/,1,1
0,revised,1,1
0,and,1,1
0,the,1,1
0,range,1,1
0,of,1,1
0,minimum,1,1
0,wage,1,1
0,rates,1,1
0,in,1,1
0,different,1,1
0,States,1,1
0,/,1,1
0,Union,1,1
0,Territories,1,1
0,as,1,1
0,on,1,1
0,31,1,1
0,.,1,1
0,12,1,1
0,.,1,1
1,Employers,1,1
0,of,1,1
0,employees,1,1
0,who,1,1
0,are,1,1
0,subject,1,1
0,to,1,1
0,both,1,1
0,state,1,1
0,and,1,1
0,federal,1,1
0,minimum,1,1
0,hourly,1,1
0,wage,1,1
0,rates,1,1
0,must,1,1
0,pay,1,1
0,employees,1,1
0,the,1,1
0,higher,1,1
0,of,1,1
0,the,1,1
0,two,1,1
0,rates,1,1
0,.,1,1
1,In,1,1
0,that,1,1
0,comparison,1,1
0,they,1,1
0,focused,1,1
0,on,1,1
0,the,1,1
0,fast,1,1
0,food,1,1
0,industry,1,1
0,(,1,1
0,the,1,1
0,leading,1,1
0,employers,1,1
0,of,1,1
0,low,1,1
0,wage,1,1
0,earners,1,1
0,and,1,1
0,an,1,1
0,industry,1,1
0,that,1,1
0,enforces,1,1
0,the,1,1
0,minimum,1,1
0,wage,1,1
0,),1,1
0,.,1,1
1,Also,1,1
0,",",1,1
0,the,1,2
0,beneficiaries,1,0
0,of,1,0
0,increases,1,0
0,in,1,0
0,the,1,0
0,minimum,1,0
0,wage,1,0
0,are,1,0
0,visible,1,0
0,-,1,1
0,-,1,1
0,at,1,1
0,least,1,1
0,",",1,1
0,those,1,1
0,who,1,1
0,keep,1,1
0,their,1,1
0,jobs,1,1
0,are,1,1
0,visible,1,1
0,.,1,1
1,Most,4,3
0,workers,3,4
0,earning,3,4
0,the,3,4
0,minimum,3,4
0,wage,3,4
0,are,3,4
0,young,3,4
0,workers,3,4
0,",",3,4
0,part,3,4
0,-,3,4
0,time,3,4
0,workers,3,4
0,",",3,4
0,or,3,4
0,workers,3,4
0,from,3,4
0,non,3,4
0,-,3,4
0,poor,3,4
0,families,3,4
0,.,1,1
1,;,4,1
0,aPeople,3,3
0,committing,3,4
0,crime,3,4
0,has,3,4
0,nothing,3,4
0,to,3,4
0,do,3,4
0,with,3,4
0,gun,3,4
0,control,3,4
0,;,1,1
0,in,1,1
0,fact,1,1
0,",",1,1
0,gun,4,3
0,control,3,4
0,laws,3,4
0,have,3,4
0,made,3,4
0,it,3,4
0,easier,3,4
0,for,3,4
0,them,3,4
0,to,3,4
0,kill,3,4
0,",",3,4
0,injure,3,4
0,or,3,4
0,hurt,3,4
0,helpless,1,4
0,citizens,1,4
0,who,1,4
0,abide,1,4
0,by,1,4
0,laws,1,4
0,of,1,1
0,our,1,1
0,statea,1,1
0,.,1,1
1,Because,1,1
0,marijuana,1,1
0,is,1,1
0,prohibited,1,1
0,",",1,1
0,there,2,2
0,is,0,0
0,corruption,0,0
0,",",0,0
0,as,0,0
0,well,0,0
0,as,0,0
0,poor,0,0
0,quality,0,0
0,control,0,0
0,of,0,0
0,the,0,0
0,drugs,0,0
0,that,0,0
0,end,0,0
0,up,0,0
0,being,0,0
0,illegally,0,0
0,sold,0,0
0,.,1,1
1,It,1,1
0,would,1,1
0,be,1,1
0,like,1,1
0,cloning,1,1
0,off,1,1
0,a,1,1
0,clone,1,1
0,",",1,1
0,and,1,1
0,cloning,1,1
0,off,1,1
0,that,1,1
0,clone,1,1
0,",",1,1
0,etc,1,1
0,.,1,1
1,In,1,1
0,the,1,1
0,future,1,1
0,",",1,1
0,people,2,2
0,prefer,0,0
0,to,0,0
0,pay,0,0
0,more,0,0
0,tax,0,0
0,to,0,0
0,the,0,0
0,government,0,0
0,to,0,0
0,build,0,0
0,nuclear,0,0
0,power,0,0
0,station,0,0
0,and,0,0
0,wind,0,0
0,energy,0,0
0,system,0,0
0,than,0,0
0,pay,0,0
0,more,0,0
0,to,0,0
0,solve,0,0
0,the,0,0
0,pollution,0,0
0,problem,0,0
0,.,1,1
1,The,1,1
0,Three,1,1
0,Mile,1,1
0,Island,1,1
0,nuclear,1,1
0,accident,1,1
0,in,1,1
0,Pennsylvania,1,1
0,happened,1,1
0,on,1,1
0,March,1,1
0,28,1,1
0,",",1,1
0,1979,1,1
0,",",1,1
0,stoking,1,1
0,public,1,1
0,fears,1,1
0,of,1,1
0,nuclear,1,1
0,energy,1,1
0,a,1,1
0,though,1,1
0,no,1,1
0,deaths,1,1
0,or,1,1
0,injuries,1,1
0,resulted,1,1
0,from,1,1
0,the,1,1
0,incident,1,1
0,.,1,1
1,Do,1,1
0,the,1,1
0,benefits,1,1
0,of,1,1
0,legalizing,1,1
0,marijuana,1,1
0,outweigh,1,1
0,the,1,1
0,possible,1,1
0,risks,1,1
0,?,1,1
1,Two,1,1
0,-,1,1
0,thirds,1,1
0,of,1,1
0,teens,1,1
0,who,1,1
0,have,1,1
0,used,1,1
0,marijuana,1,1
0,and,1,1
0,more,1,1
0,than,1,1
0,three,4,3
0,-,3,4
0,quarters,3,4
0,of,3,4
0,teenage,3,4
0,heavy,3,4
0,marijuana,3,4
0,users,3,4
0,said,3,4
0,that,3,4
0,marijuana,3,4
0,legalization,3,4
0,would,3,4
0,make,3,4
0,them,3,4
0,more,3,4
0,likely,3,4
0,to,3,4
0,use,1,4
0,it,1,4
0,.,1,1
1,Larger,4,3
0,fetuses,3,4
0,must,3,4
0,also,3,4
0,have,3,4
0,their,3,4
0,skulls,3,4
0,crushed,3,4
0,so,3,4
0,the,3,4
0,pieces,3,4
0,can,3,4
0,pass,3,4
0,through,3,4
0,the,3,4
0,cervix,1,4
0,.,1,1
1,This,1,1
0,range,1,1
0,is,1,1
0,not,1,1
0,dissimilar,1,1
0,to,1,1
0,that,1,1
0,found,1,1
0,in,1,1
0,the,1,1
0,early,1,1
0,literature,1,1
0,on,1,1
0,the,1,1
0,impacts,1,1
0,of,1,1
0,minimum,1,1
0,wages,1,1
0,for,1,1
0,advanced,1,1
0,economies,1,1
0,(,1,1
0,though,1,1
0,most,1,1
0,of,1,1
0,those,1,1
0,studies,1,1
0,were,1,1
0,for,1,1
0,impacts,1,1
0,on,1,1
0,teenage,1,1
0,employment,1,1
0,than,1,1
0,for,1,1
0,workers,1,1
0,as,1,1
0,a,1,1
0,whole,1,1
0,),1,1
0,.,1,1
1,3,4,3
0,million,3,4
0,per,3,4
0,average,3,4
0,death,3,4
0,penalty,3,4
0,case,3,4
0,(,3,4
0,for,3,4
0,5,3,4
0,cases,3,4
0,),3,4
0,",",3,4
0,more,3,4
0,than,3,4
0,3,3,4
0,times,3,4
0,more,3,4
0,expensive,3,4
0,than,3,4
0,a,3,4
0,$,3,4
0,750,3,4
0,",",3,4
0,0,3,4
0,life,3,4
0,sentence,3,4
0,.,1,1
1,Another,1,1
0,bad,1,1
0,consequence,1,1
0,of,1,1
0,school,1,1
0,uniform,1,1
0,is,1,1
0,that,1,1
0,it,4,3
0,denies,3,4
0,the,3,4
0,children,3,4
0,the,3,4
0,ease,3,4
0,",",3,4
0,which,3,4
0,one,3,4
0,feels,3,4
0,on,3,4
0,wearing,3,4
0,different,3,4
0,kinds,3,4
0,of,3,4
0,garments,3,4
0,",",3,4
0,as,3,4
0,per,3,4
0,personal,3,4
0,preference,3,4
0,.,1,1
1,Now,2,2
0,is,0,0
0,the,0,0
0,time,0,0
0,for,0,0
0,Georgia,0,0
0,legislators,0,0
0,to,0,0
0,raise,0,0
0,the,0,0
0,minimum,0,0
0,wage,0,0
0,to,0,0
0,a,0,0
0,wage,0,0
0,that,0,0
0,is,0,0
0,fair,0,0
0,and,0,1
0,would,0,2
0,allow,0,0
0,thousands,0,0
0,of,0,0
0,minimum,0,0
0,wage,0,0
0,workers,0,0
0,to,0,0
0,provide,0,0
0,for,0,0
0,their,0,0
0,families,1,0
0,without,1,0
0,public,1,0
0,assistance,1,0
0,.,1,1
1,It,1,1
0,affects,1,1
0,the,1,1
0,lives,1,1
0,of,1,1
0,all,1,1
0,it,1,1
0,touches,1,1
0,",",1,1
0,including,1,1
0,the,1,1
0,abortion,1,1
0,providers,1,1
0,.,1,1
1,Nuclear,1,1
0,fuel,1,1
0,supply,1,1
0,assurance,1,1
0,is,1,1
0,of,1,1
0,great,1,1
0,importance,1,1
0,to,1,1
0,promoting,1,1
0,the,1,1
0,development,1,1
0,of,1,1
0,nuclear,1,1
0,energy,1,1
0,.,1,1
1,Violence,2,2
0,can,0,0
0,also,0,0
0,be,0,0
0,greatly,0,0
0,reduced,0,0
0,simply,0,0
0,by,0,0
0,wearing,0,0
0,school,0,0
0,uniforms,0,0
0,.,1,1
1,But,1,1
0,actually,1,1
0,",",1,1
0,uniforms,1,1
0,in,1,1
0,public,1,1
0,schools,1,1
0,should,1,1
0,be,1,1
0,enforced,1,1
0,because,1,1
0,it,2,2
0,eliminates,0,0
0,wardrobe,0,0
0,competition,0,0
0,and,0,1
0,the,0,2
0,overall,0,0
0,violence,0,0
0,in,0,0
0,schools,0,0
0,is,0,0
0,lowered,0,0
0,.,1,1
1,He,1,1
0,noted,1,1
0,",",1,1
0,"""",1,1
0,The,4,3
0,death,3,4
0,penalty,3,4
0,',3,4
0,s,3,4
0,not,3,4
0,a,3,4
0,deterrent,3,4
0,.,1,1
1,Perfect,1,1
0,for,1,1
0,damaged,1,1
0,drives,1,1
0,Speed,1,2
0,Clone,2,0
0,allows,0,0
0,you,0,0
0,to,0,0
0,clone,0,0
0,or,0,0
0,image,0,0
0,a,0,0
0,disk,0,0
0,forward,0,0
0,or,0,0
0,in,0,0
0,reverse,0,0
0,.,1,1
1,Despite,1,1
0,preconceived,1,1
0,notions,1,1
0,about,1,1
0,the,1,1
0,link,1,1
0,between,1,1
0,abortion,1,1
0,and,1,1
0,a,1,1
0,womanas,1,1
0,mental,1,1
0,health,1,1
0,",",1,1
0,abortion,2,2
0,is,0,0
0,not,0,0
0,any,0,0
0,more,0,0
0,dangerous,0,0
0,than,0,0
0,placing,0,0
0,a,0,0
0,baby,0,0
0,for,0,0
0,adoption,0,0
0,;,0,1
0,in,0,1
0,fact,0,1
0,",",0,1
0,abortion,0,2
0,has,0,0
0,saved,0,0
0,lives,0,0
0,and,0,0
0,helped,0,0
0,families,0,0
0,.,1,1
1,And,4,1
0,because,3,3
0,the,3,4
0,uniforms,3,4
0,arenat,3,4
0,decided,3,4
0,by,3,4
0,the,3,4
0,students,3,4
0,",",3,4
0,students,3,4
0,can,3,4
0,easily,3,4
0,feel,3,4
0,they,3,4
0,have,3,4
0,no,3,4
0,say,3,4
0,in,3,4
0,their,3,4
0,school,3,4
0,community,3,4
0,.,1,1
1,Medical,1,1
0,or,1,1
0,recreational,1,1
0,legalization,4,3
0,will,3,4
0,increase,3,4
0,the,3,4
0,chances,3,4
0,of,3,4
0,the,3,4
0,drug,3,4
0,falling,3,4
0,into,3,4
0,the,3,4
0,hands,3,4
0,of,3,4
0,children,3,4
0,.,1,1
1,They,1,1
0,also,1,1
0,bring,1,1
0,up,1,1
0,the,1,1
0,point,1,1
0,that,1,1
0,it,1,3
0,is,1,4
0,a,1,4
0,slippery,1,4
0,slope,1,4
0,that,1,4
0,legalizing,4,3
0,medical,3,4
0,marijuana,3,4
0,could,3,4
0,lead,3,4
0,to,3,4
0,full,3,4
0,legalization,3,4
0,of,3,4
0,marijuana,3,4
0,.,1,1
1,Throughout,1,1
0,the,1,1
0,year,1,1
0,",",1,1
0,the,2,2
0,children,0,0
0,that,0,0
0,couldnt,0,0
0,afford,0,0
0,designer,0,0
0,clothes,0,0
0,were,0,0
0,made,0,0
0,fun,0,0
0,of,0,0
0,constantly,0,0
0,for,0,0
0,their,0,0
0,attire,0,0
0,.,1,1
1,The,1,1
0,state,1,1
0,constitution,1,1
0,",",1,1
0,he,1,1
0,rationed,1,1
0,",",1,1
0,requires,1,1
0,that,1,1
0,the,1,1
0,public,1,1
0,provide,1,1
0,a,1,1
0,free,1,1
0,education,1,1
0,to,1,1
0,all,1,1
0,kids,1,1
0,",",1,1
0,so,1,1
0,the,1,1
0,school,4,3
0,district,3,4
0,can't,3,4
0,require,3,4
0,a,3,4
0,student,3,4
0,to,3,4
0,purchase,3,4
0,anything,3,4
0,as,1,4
0,a,1,4
0,requirement,1,4
0,to,1,4
0,attend,1,4
0,school,1,4
0,.,1,1
1,If,1,1
0,you,1,1
0,are,1,1
0,looking,1,1
0,for,1,1
0,ways,1,1
0,to,1,1
0,end,1,1
0,your,1,1
0,pregnancy,1,1
0,in,1,1
0,the,1,1
0,privacy,1,1
0,of,1,1
0,your,1,1
0,home,1,1
0,",",1,1
0,you,1,1
0,will,1,1
0,no,1,1
0,doubt,1,1
0,wonder,1,1
0,about,1,1
0,.,1,1
0,.,1,1
0,.,1,1
1,Areas,1,1
0,such,1,1
0,as,1,1
0,safety,1,1
0,",",1,1
0,non,1,1
0,-,1,1
0,proliferation,1,1
0,",",1,1
0,economics,1,1
0,",",1,1
0,fuel,1,1
0,cycle,1,1
0,implications,1,1
0,of,1,1
0,GIF,1,1
0,systems,1,1
0,",",1,1
0,small,1,1
0,and,1,1
0,medium,1,1
0,sized,1,1
0,reactors,1,1
0,",",1,1
0,and,1,1
0,thorium,1,1
0,utilization,1,1
0,are,1,1
0,areas,1,1
0,of,1,1
0,potential,1,1
0,collaboration,1,1
0,.,1,1
1,[,1,1
0,6,1,1
0,],1,1
0,Once,1,1
0,workers,1,1
0,have,1,1
0,gained,1,1
0,the,1,1
0,skills,1,1
0,and,1,1
0,experience,1,1
0,that,1,1
0,make,1,1
0,them,1,1
0,more,1,1
0,productive,1,1
0,",",1,1
0,they,1,1
0,can,1,1
0,command,1,1
0,higher,1,1
0,wages,1,1
0,.,1,1
1,Police,4,3
0,chiefs,3,4
0,nationwide,3,4
0,rate,3,4
0,the,3,4
0,death,3,4
0,penalty,3,4
0,as,3,4
0,one,3,4
0,of,3,4
0,the,3,4
0,most,3,4
0,inefficient,3,4
0,uses,3,4
0,of,3,4
0,taxpayer,3,4
0,dollars,3,4
0,.,1,1
1,Unsafe,2,2
0,abortion,0,0
0,is,0,0
0,common,0,0
0,in,0,0
0,places,0,0
0,where,0,0
0,abortion,0,0
0,is,0,0
0,illegal,0,0
0,.,1,1
1,Although,1,1
0,the,1,1
0,clone,1,1
0,operation,1,1
0,appears,1,1
0,to,1,1
0,have,1,1
0,been,1,1
0,successful,1,1
0,",",1,1
0,there,1,1
0,is,1,1
0,a,1,3
0,bug,1,4
0,waiting,1,4
0,to,1,4
0,happen,1,4
0,here,1,1
0,.,1,1
1,It,1,1
0,helps,1,1
0,that,1,1
0,gun,1,1
0,control,1,1
0,advocates,1,1
0,appear,1,1
0,hysterical,1,1
0,at,1,1
0,times,1,1
0,with,1,1
0,a,1,1
0,tendency,1,1
0,to,1,1
0,vastly,1,1
0,overstate,1,1
0,their,1,1
0,case,1,1
0,and,1,1
0,dismiss,1,1
0,counterarguments,1,1
0,.,1,1
1,They,2,2
0,can,0,0
0,grow,0,0
0,replacement,0,0
0,organs,0,0
0,",",0,0
0,such,0,0
0,as,0,0
0,hearts,0,0
0,",",0,0
0,livers,0,0
0,and,0,0
0,skin,0,0
0,.,1,1
1,Even,1,1
0,in,1,1
0,these,1,1
0,decriminalized,1,1
0,states,1,1
0,",",1,1
0,possessing,1,1
0,larger,1,1
0,quantities,1,1
0,or,1,1
0,selling,1,1
0,marijuana,1,1
0,have,1,1
0,significant,1,1
0,potential,1,1
0,penalties,1,1
0,.,1,1
1,The,1,1
0,legal,1,1
0,restriction,1,1
0,that,1,1
0,employers,1,1
0,cannot,1,1
0,pay,1,1
0,less,1,1
0,than,1,1
0,a,1,3
0,legislated,1,4
0,wage,1,4
0,is,1,4
0,equivalent,1,4
0,to,1,4
0,the,1,4
0,legal,1,4
0,restriction,1,4
0,that,1,4
0,workers,1,4
0,cannot,1,4
0,work,1,4
0,at,1,4
0,all,1,4
0,in,1,4
0,the,1,4
0,protected,1,4
0,sector,1,4
0,unless,1,1
0,they,1,1
0,can,1,1
0,find,1,1
0,employers,1,1
0,willing,1,1
0,to,1,1
0,hire,1,1
0,them,1,1
0,at,1,1
0,that,1,1
0,wage,1,1
0,.,1,1
1,Right,1,1
0,to,1,1
0,KnowMedical,1,1
0,abortion,1,1
0,is,1,1
0,a,1,1
0,way,1,1
0,to,1,1
0,end,1,1
0,a,1,1
0,pregnancy,1,1
0,by,1,1
0,using,1,1
0,an,1,1
0,abortion,1,1
0,inducing,1,1
0,drug,1,1
0,as,1,1
0,an,1,1
0,alternative,1,1
0,to,1,1
0,surgical,1,1
0,procedures,1,1
0,.,1,1
1,[,1,1
0,15,1,1
0,],1,1
0,That,1,1
0,Swedes,1,1
0,did,1,1
0,not,1,1
0,have,1,1
0,the,1,1
0,chance,1,1
0,to,1,1
0,support,1,1
0,nuclear,1,1
0,energy,1,1
0,as,1,1
0,a,1,1
0,means,1,1
0,to,1,1
0,produce,1,1
0,electricity,1,1
0,was,1,1
0,a,1,1
0,major,1,1
0,flaw,1,1
0,.,1,1
1,I,1,1
0,believe,1,1
0,that,1,1
0,death,1,1
0,penalty,1,1
0,should,1,1
0,not,1,1
0,be,1,1
0,abolished,1,1
0,",",1,1
0,as,1,1
0,it,2,2
0,ensures,0,0
0,the,0,0
0,safety,0,0
0,of,0,0
0,the,0,0
0,society,0,0
0,",",0,0
0,brings,0,0
0,justice,0,0
